ID_Equipe,Semestre,planning_scope_tier,score_trajectory_group,active_day_share,temporal_entropy_commits,temporal_entropy_clean_churn,commit_weekly_cv,clean_churn_weekly_cv,m7_inactive_window_share,final7_commit_share_pct,final7_clean_churn_share_pct,author_gini,team_semester,active_day_share_z,temporal_entropy_commits_z,temporal_entropy_clean_churn_z,commit_weekly_cv_z,clean_churn_weekly_cv_z,m7_inactive_window_share_z,final7_commit_share_pct_z,final7_clean_churn_share_pct_z,author_gini_z
TEAM_05,2026.1,high_repository_visible_planning,declined,0.34375,0.7080576821306062,0.5012653730994,0.7732022228893594,1.6333086956588028,0.14084507042253522,11.570247933884298,10.074643543556968,0.3571428571428572,TEAM_05 · 2026.1,-0.0037229145459169175,1.1036179709089795,0.7973207636055699,-0.7152890197372596,0.13446180625337312,-1.425921623950341,-1.1260097231169293,-0.9905345993656733,0.7850332291697096
TEAM_02,2025.2,lower_repository_visible_planning,declined,0.6521739130434783,0.7611546335199456,0.5133291456486304,1.0567660742940308,1.7375582395582252,0.28169014084507044,54.22885572139303,79.86525006478362,0.418348623853211,TEAM_02 · 2025.2,1.0138233686968168,1.3851559228842378,0.8781772429861873,-0.28951356468941514,0.2656284966606337,-0.9046970094515219,0.3491372874381167,0.9695294423458461,1.1628259979922206
TEAM_03,2026.1,high_repository_visible_planning,improved,0.20454545454545456,0.5861007230049902,0.46057935577249665,1.2480188381623745,1.39071694400655,0.38028169014084506,21.428571428571427,1.606864274570983,0.1833333333333333,TEAM_03 · 2026.1,-0.462983892204932,0.45696102351501033,0.5246259570972966,-0.0023446178655377545,-0.1707669361862604,-0.5398397793023484,-0.7851060418549587,-1.228351556196986,-0.2878065501024985
TEAM_04,2025.2,high_repository_visible_planning,improved,0.2830188679245283,0.6216097645383668,0.41098377408809883,1.3605921772023974,1.5536851310066124,0.18309859154929578,52.94117647058823,62.16216216216216,0.5629629629629631,TEAM_04 · 2025.2,-0.20408590556927628,0.6452419430089763,0.19221550162248263,0.16668597054898904,0.03427950268442474,-1.2695542396006954,0.30460896605359467,0.47233952303152055,2.0554584168010304
TEAM_04,2026.1,high_repository_visible_planning,improved,0.08928571428571429,0.4509495788272492,0.2869088386542521,2.048034287907418,2.8191362672670137,0.8309859154929577,58.333333333333336,92.0085066162571,0.2142857142857142,TEAM_04 · 2026.1,-0.843246625893446,-0.2596559449415552,-0.6393869193961612,1.1988908022106133,1.6264690817153198,1.1280789870938734,0.49107131185128067,1.3105719078326847,-0.0967528907800509
TEAM_01,2026.1,lower_repository_visible_planning,improved,0.02830188679245283,0.23557985137088805,0.14256847713977455,2.0816659994661326,2.7291610862563065,0.8028169014084507,33.333333333333336,61.836387681843945,0.0,TEAM_01 · 2026.1,-1.0444433048128805,-1.401618908896345,-1.6068167525564974,1.249389330926512,1.513262382956477,1.0238340641941097,-0.3734359277561717,0.46319017075608526,-1.4194320707046897
TEAM_03,2025.2,lower_repository_visible_planning,improved,1.0,0.5032583347756457,0.3890789129721002,0.0,0.0,0.9014084507042254,100.0,100.0,0.1481481481481481,TEAM_03 · 2025.2,2.161364551560869,0.01770272885684257,0.04539990609187715,-1.8762639700489212,-1.9205658515141708,1.3886912943432832,1.9319167111970346,1.5350124106714997,-0.5049872055716059
TEAM_05,2025.2,lower_repository_visible_planning,improved,1.0,0.0,0.0,0.0,0.0,0.9014084507042254,100.0,100.0,0.0,TEAM_05 · 2025.2,2.161364551560869,-2.6507427690453467,-2.5623706711284777,-1.8762639700489212,-1.9205658515141708,1.3886912943432832,1.9319167111970346,1.5350124106714997,-1.4194320707046897
TEAM_09,2025.2,lower_repository_visible_planning,improved,0.2638888888888889,0.5639044321401104,0.4746067063711207,1.5914765547272947,1.6651668890077707,0.323943661971831,48.598130841121495,26.70546756953383,0.4153846153846154,TEAM_09 · 2025.2,-0.26719916703510244,0.33926879998746445,0.6186431627279425,0.5133623907525339,0.1745457589272598,-0.7483296251018761,0.1544251905088147,-0.5234591320184336,1.144530647303073
TEAM_10,2025.2,lower_repository_visible_planning,improved,0.1935483870967742,0.4618346018066888,0.4342411037239308,0.8351831321318283,0.9690604144347171,0.6197183098591549,38.888888888888886,27.585171844514484,0.1904761904761904,TEAM_10 · 2025.2,-0.49926520709570354,-0.20193988033430663,0.3480959102155505,-0.6222237375926378,-0.7012948349548895,0.3462420653456443,-0.1813232078434047,-0.4987527022755563,-0.24371724410501067
TEAM_01,2025.2,high_repository_visible_planning,stable,0.07777777777777778,0.408172277271908,0.3081870816945679,2.0953714986730927,2.0259524868941776,0.7887323943661971,57.89473684210526,42.40405962575325,0.0,TEAM_01 · 2025.2,-0.8812133902272914,-0.48647563149208667,-0.49677118185435765,1.269968347372348,0.628485901504967,0.9717116027442274,0.47590451817395674,-0.08256533085143723,-1.4194320707046897
TEAM_02,2026.1,high_repository_visible_planning,stable,0.2823529411764706,0.6469074922977034,0.5770763549440266,1.1108004100739286,1.125167743504737,0.2112676056338028,28.571428571428573,24.19753086419753,0.2571428571428571,TEAM_02 · 2026.1,-0.20628291837775625,0.779379031422328,1.3054378609173438,-0.20838018400309613,-0.5048807218899298,-1.1653093167009316,-0.5381039733956865,-0.5938943495934955,0.16778294520487738
TEAM_07,2025.2,high_repository_visible_planning,stable,0.2191780821917808,0.575969473185217,0.45842999271520396,1.379962768160332,1.74443467539482,0.4507042253521127,8.219178082191782,6.368620835090679,0.2222222222222223,TEAM_07 · 2025.2,-0.41470820654661794,0.4032417185346997,0.5102200215564667,0.19577120880769167,0.27428042257557295,-0.2792274720529387,-1.2418906890056673,-1.0946179740591109,-0.047764773005063245
