ID_Equipe,Semestre,window_end_day,rolling_7d_value,tier,evaluator_score_t3,planning_artifact_present_t1,planning_scope_log1p_t1,team_full_period_rolling_max,team_full_period_rolling_intensity_pct,activity_metric
TEAM_01,2025.2,-59,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-58,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-57,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-56,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-55,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-54,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-53,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-52,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-51,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-50,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-49,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-48,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-47,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-46,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-45,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-44,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-43,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-42,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-41,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-40,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-39,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-38,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-37,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-36,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-35,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-34,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-33,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-32,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-31,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-30,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-29,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-28,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-27,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-26,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-25,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-24,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-23,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-22,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-21,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-20,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-19,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-18,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-17,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-16,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-15,1.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,9.090909090909092,commits
TEAM_01,2025.2,-14,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-13,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-12,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-11,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-10,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-9,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-8,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-7,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-6,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-5,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-4,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-3,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
